names,wkt_geom
Таировские вина|пгт Таирово|институт Таирова,"POLYGON((30.7362348 46.4726365, 30.7363434 46.472628, 30.736361 46.4727345, 30.7362524 46.472743, 30.7362348 46.4726365))"
Таировское кладбище,"POLYGON((30.70026 46.3957318, 30.7005779 46.3943472, 30.7004858 46.3937958, 30.70026 46.3957318))"
Таксопарк,"POLYGON((30.7077708 46.4729408, 30.7078501 46.4726661, 30.7080882 46.4726708, 30.7080974 46.4724477, 30.7084367 46.4724543, 30.7085164 46.472169, 30.7093754 46.4722444, 30.709478 46.4732227, 30.7097959 46.4732008, 30.7098783 46.4738409, 30.7070993 46.473917, 30.7070673 46.4734376, 30.70776 46.473422, 30.7077708 46.4729408))"
Танкерная,"LINESTRING(30.7359053 46.4350725, 30.7383924 46.4348187)"
Танкистов,"POLYGON((30.681161 46.4634433, 30.6760258 46.4647053, 30.674528 46.4652208, 30.6710649 46.4674327, 30.681161 46.4634433))"
Тарутинская,"LINESTRING(30.6839355 46.4915939, 30.6800767 46.4919754)"
Творческая,"LINESTRING(30.645385 46.4725687, 30.6517648 46.4678655)"
Телекарт,"POLYGON((30.7323944 46.3988738, 30.7316667 46.3986987, 30.7319954 46.3979525, 30.7328041 46.398082, 30.7323944 46.3988738))"
Тенистая,"LINESTRING(30.7592618 46.4303525, 30.7589003 46.4305196, 30.7569365 46.4335961, 30.7543454 46.4370168, 30.7534383 46.4394977)"
Тепличная,"LINESTRING(30.6762806 46.5220711, 30.6736007 46.521236)"
Терешковой,"LINESTRING(30.7250673 46.4269277, 30.716757 46.4322368, 30.7022223 46.4385763)"
Тещин мост,"POLYGON((30.7381761 46.4905405, 30.736417 46.4904957, 30.7364171 46.4904615, 30.7381788 46.4904847, 30.7381761 46.4905405))"
Тираспольская,"LINESTRING(30.7236374 46.4754928, 30.7237776 46.4755711, 30.7246124 46.4760459, 30.7261811 46.4769382, 30.7281938 46.4780838, 30.7297346 46.4789604, 30.7314085 46.4799134, 30.732074 46.4803569)"
Тираспольский сквер,"POLYGON((30.7235883 46.4753229, 30.7234431 46.4754421, 30.7228348 46.4755389, 30.7235013 46.4749633, 30.7236523 46.4750304, 30.7235883 46.4753229))"
Тираспольское шоссе,"POLYGON((30.6126785 46.4866513, 30.6120222 46.4911459, 30.6139973 46.4914609, 30.6126785 46.4866513))"
Тихая,"POLYGON((30.7025938 46.4983771, 30.705595 46.4948332, 30.7059167 46.4937257, 30.7025938 46.4983771))"
Токио,"POLYGON((30.7340574 46.4657472, 30.7353877 46.4656468, 30.7354409 46.4659454, 30.734042 46.4660471, 30.7340574 46.4657472))"
Толстого,"POLYGON((30.7221586 46.4787822, 30.7221478 46.4787806, 30.7222101 46.4786211, 30.7221586 46.4787822))"
Томатная,"LINESTRING(30.6707141 46.463934, 30.6746167 46.4648483)"
Тополева,"LINESTRING(30.7288373 46.4105248, 30.7205884 46.4094172)"
Торговая,"LINESTRING(30.7198244 46.484014, 30.7309895 46.4906336, 30.7323425 46.4920163)"
Тракторная,"POLYGON((30.6446332 46.4752659, 30.6448143 46.4755323, 30.6528178 46.4784423, 30.6446332 46.4752659))"
Транспортная,"LINESTRING(30.7288285 46.4535785, 30.73236 46.4533669)"
Трасса здоровья,"LINESTRING(30.7632836 46.4758774, 30.7609085 46.4669513, 30.7611568 46.4637699, 30.7629851 46.4599048, 30.7662225 46.4556477, 30.7676088 46.4534662, 30.7700071 46.449167, 30.770458 46.4474241, 30.7711018 46.4421825, 30.7713016 46.439244, 30.7706281 46.4377468, 30.7706586 46.4355966, 30.7690419 46.4313655, 30.7658737 46.427672, 30.7657389 46.4276115)"
Троицкая,"LINESTRING(30.7316602 46.477339, 30.7497263 46.4759731)"
Трудовая,"LINESTRING(30.7370341 46.4359551, 30.7413555 46.4355364)"
Тульская,"LINESTRING(30.7125176 46.4072588, 30.719954 46.4082569)"
Тургенева,"LINESTRING(30.6972724 46.4833782, 30.7002471 46.48305)"
Туристская,"POLYGON((30.6962063 46.4459881, 30.6949413 46.4447218, 30.69467 46.4442413, 30.6945596 46.4439684, 30.694644 46.4421411, 30.6962063 46.4459881))"
Угловая,"POLYGON((30.669596 46.4648191, 30.6710034 46.4671831, 30.6695968 46.468145, 30.669596 46.4648191))"
Узикова|Гудовича,"LINESTRING(30.6982402 46.5004138, 30.6961925 46.5017613, 30.6891852 46.5023478, 30.6877052 46.5027503, 30.6855888 46.503685)"
Улитина,"LINESTRING(30.6437176 46.4728413, 30.652475 46.4664018)"
Улица Толбухина,"POLYGON((30.728906 46.4293988, 30.7294976 46.4292096, 30.7292828 46.429458, 30.728906 46.4293988))"
Уманская,"LINESTRING(30.6459763 46.4729591, 30.6525005 46.4681926)"
Умка,"POLYGON((30.7954125 46.5908923, 30.7957424 46.5906974, 30.796166 46.591036, 30.795836 46.5912309, 30.7954125 46.5908923))"
Урожайна,"LINESTRING(30.751873 46.4206136, 30.7506383 46.4241048)"
Урожайная,"LINESTRING(30.6431009 46.4658128, 30.6364487 46.4653617)"
Усатово|Нерубайское,"POLYGON((30.6031 46.51039, 30.6098 46.51098, 30.61075 46.51183, 30.61632 46.51243, 30.61432 46.51469, 30.60966 46.51979, 30.61002 46.52014, 30.60871 46.52084, 30.59541 46.53555, 30.59493 46.53382, 30.59099 46.53256, 30.59127 46.53193, 30.59191 46.52855, 30.5934 46.52077, 30.59975 46.52131, 30.60056 46.52097, 30.60108 46.51903, 30.60178 46.51585, 30.60218 46.5131, 30.6031 46.51039))"
Усатовская,"LINESTRING(30.6957198 46.4917566, 30.6989733 46.486842)"
Успенская,"LINESTRING(30.7277478 46.4764403, 30.7553738 46.4744584)"
Успех,"POLYGON((30.7141542 46.4169078, 30.7146636 46.4187984, 30.7145406 46.4189605, 30.7132659 46.4171072, 30.7141542 46.4169078))"
Утёсова|Утесова,"LINESTRING(30.7274197 46.4766077, 30.7269249 46.4735766)"
Ученическая,"LINESTRING(30.6313073 46.47395, 30.6318195 46.4676035)"
Училищная,"LINESTRING(30.7037761 46.4912545, 30.6946074 46.4884265)"
Учительская,"LINESTRING(30.6708564 46.4646698, 30.6736998 46.4654206)"
Уютная,"LINESTRING(30.7546977 46.4667943, 30.7577836 46.4664741)"
Уютный Дворик,"POLYGON((30.7169733 46.402119, 30.7170127 46.4019743, 30.7172068 46.4019995, 30.7171673 46.4021441, 30.7169733 46.402119))"
Фабричная,"LINESTRING(30.6880416 46.459091, 30.6884086 46.4565953)"
Февральская,"LINESTRING(30.6482611 46.4721323, 30.6491711 46.4727194)"
Филатова,"LINESTRING(30.7054936 46.4415353, 30.7060714 46.4415076, 30.721051 46.434966, 30.728454 46.429474)"
Фоззи,POINT(30.706076 46.470474)
Фонтанка,"POLYGON((30.8306 46.56181, 30.83639 46.56161, 30.83888 46.55528, 30.83706 46.55179, 30.84094 46.55192, 30.84412 46.55322, 30.8481 46.554, 30.85313 46.55481, 30.85719 46.55613, 30.86101 46.55749, 30.865 46.55831, 30.86808 46.56013, 30.87109 46.56096, 30.87282 46.56219, 30.87528 46.56332, 30.87585 46.56443, 30.87938 46.56632, 30.87795 46.5703, 30.88405 46.57061, 30.88145 46.57861, 30.87666 46.58877, 30.87349 46.59762, 30.85561 46.59477, 30.81078 46.58786, 30.8129 46.58122, 30.8144 46.57684, 30.81654 46.57292, 30.81895 46.57243, 30.82746 46.57386, 30.82833 46.56934, 30.8306 46.56181))"
Французский,"LINESTRING(30.7526248 46.4677311, 30.7540373 46.4645847, 30.7567592 46.4593644, 30.7589099 46.4573924, 30.7606311 46.4542045, 30.7640423 46.4463214, 30.7649609 46.4434003, 30.7653953 46.442801, 30.7665275 46.441858, 30.769359 46.4389993)"
Хаджибеевская дорога,"LINESTRING(30.6998781 46.503496, 30.7008815 46.5059334, 30.7000797 46.5068632, 30.6961355 46.5102687, 30.6925791 46.5180995, 30.6906291 46.5193999, 30.6889531 46.5210237, 30.6862473 46.5227876, 30.6790349 46.5304597, 30.677526 46.533731, 30.6774983 46.5343408, 30.6779921 46.5352123, 30.6776653 46.5370532, 30.6760428 46.5387896, 30.6739689 46.5400173, 30.6689674 46.5422182)"
Харьковская,"LINESTRING(30.7393369 46.4087884, 30.7398473 46.4067548)"
Херсонский сквер,"POLYGON((30.722879 46.4957076, 30.7232022 46.4961064, 30.7231003 46.4964175, 30.7234624 46.4966991, 30.7231727 46.4968524, 30.7229166 46.4968754, 30.7225856 46.4966623, 30.7214293 46.496643, 30.7213828 46.4969098, 30.7208322 46.4969295, 30.718674 46.4959881, 30.7188496 46.4958223, 30.7195097 46.495816, 30.7199258 46.4956431, 30.7208928 46.4962072, 30.7215974 46.4962081, 30.7217734 46.4964659, 30.7226403 46.4962412, 30.72258 46.4957776, 30.722879 46.4957076))"
Херсонский спуск,"POLYGON((30.7213613 46.4972256, 30.7185871 46.4960151, 30.7187403 46.4957855, 30.7195845 46.4957147, 30.7200523 46.4954075, 30.7213613 46.4972256))"
Химическая,"LINESTRING(30.6769546 46.4887072, 30.6733265 46.4828212, 30.6735513 46.4733755, 30.672888 46.4731823)"
Хрустальная,"LINESTRING(30.748588 46.4052806, 30.7551006 46.4061083)"
Художника Фёдорова,"POLYGON((30.7383487 46.3867351, 30.7394848 46.3854924, 30.7404563 46.3849383, 30.7408799 46.3844814, 30.7425314 46.3816897, 30.7383487 46.3867351))"
Хуторская,"LINESTRING(30.6712174 46.5118788, 30.6730153 46.5080764, 30.6785221 46.4984072, 30.6800608 46.4951012, 30.6808121 46.4942202, 30.6797124 46.491229, 30.6769546 46.4887072)"
ЦУМ,"POLYGON((30.7399256 46.471031, 30.7398969 46.4708276, 30.7406244 46.4707771, 30.7404776 46.4703888, 30.7407873 46.4703682, 30.7408695 46.4709689, 30.7399256 46.471031))"
Цветаева,"LINESTRING(30.7172146 46.4576264, 30.7270954 46.4639391, 30.7273973 46.4639495)"
Цветочная,"LINESTRING(30.7526171 46.4174916, 30.7471681 46.4190939)"
Центролит,"POLYGON((30.8227415 46.6193397, 30.8213649 46.617699, 30.824236 46.6166673, 30.82556 46.6182406, 30.8227415 46.6193397))"
Церковная,"LINESTRING(30.7243513 46.5004473, 30.7243146 46.5004515, 30.7242596 46.500462, 30.7242198 46.5004679, 30.7238838 46.5005162, 30.7237259 46.5005389, 30.7233452 46.5005935, 30.7227907 46.5006732, 30.7226115 46.5006989)"
Циолковского,"LINESTRING(30.7021087 46.4581562, 30.7027389 46.4592313)"
Цирк,"POLYGON((30.6922925 46.4273753, 30.692448 46.4267052, 30.6931609 46.4265646, 30.6930711 46.4275034, 30.6922925 46.4273753))"
Цифровой городок,"POLYGON((30.7383084 46.4682891, 30.7379758 46.4679455, 30.7380469 46.4678171, 30.7393853 46.4677312, 30.7387804 46.4678167, 30.7387684 46.4682618, 30.7383084 46.4682891))"
Цунами,"POLYGON((30.7101101 46.4882018, 30.7102011 46.4881165, 30.7104205 46.4882274, 30.7103295 46.4883127, 30.7101101 46.4882018))"
Чабанка,"POLYGON((30.9957202 46.5972742, 30.9884084 46.6041407, 30.9778214 46.5976151, 30.9705811 46.5916801, 30.959742 46.5903499, 30.958598 46.5973413, 30.9458138 46.594311, 30.9310133 46.5913235, 30.9267099 46.5907304, 30.9245911 46.5828406, 30.9276327 46.5782602, 30.9431001 46.5805648, 30.955593 46.5825895, 30.9669724 46.5844801, 30.9766086 46.5866969, 30.9837618 46.5883806, 30.9956716 46.5916305, 30.9957202 46.5972742))"
Чайка,"POLYGON((30.7492583 46.3951879, 30.7491463 46.3948958, 30.7493189 46.3948643, 30.7494309 46.3951564, 30.7492583 46.3951879))"
Чайковского,"LINESTRING(30.7391164 46.4860611, 30.7430458 46.4857571)"
25я|25ая|Чапаевской дивизии|25 дивизии|25 чап|чапаевская|Инглези|Чепаевская,"LINESTRING(30.7150706 46.4192855, 30.7143776 46.4196616, 30.7140166 46.4198414, 30.7108882 46.4213979, 30.7102096 46.4217283, 30.7067551 46.4234149, 30.7066332 46.4234165, 30.7054501 46.4235012, 30.7036399 46.4247399, 30.7004018 46.4259629, 30.696772 46.4282238, 30.6953923 46.429852, 30.6950656 46.4303202, 30.6949542 46.4304763, 30.69489 46.430566)"
Червоный хутор,POINT(30.69741 46.37916)
Черепановых,"POLYGON((30.738575 46.4542277, 30.7369393 46.4543383, 30.733738 46.4524814, 30.738575 46.4542277))"
Черниговская,"POLYGON((30.7417497 46.4108688, 30.7414587 46.4117214, 30.7363276 46.4111795, 30.7361703 46.4113286, 30.7358083 46.4129407, 30.7417497 46.4108688))"
Черное море,"POLYGON((30.7392581 46.4713478, 30.7398702 46.4712884, 30.7399083 46.471437, 30.7395124 46.4714664, 30.7395517 46.4717171, 30.7393184 46.4717327, 30.7392581 46.4713478))"
Черноморец,"POLYGON((30.754216 46.4795429, 30.7545888 46.4791865, 30.7551038 46.4790387, 30.7558173 46.4790572, 30.7564503 46.4792696, 30.7568794 46.479748, 30.7568821 46.4807786, 30.7567078 46.4811683, 30.756123 46.4815137, 30.7556242 46.4815839, 30.7550341 46.4815506, 30.7542931 46.4812474, 30.7540275 46.4809579, 30.7539229 46.4802884, 30.7540973 46.4801905, 30.754216 46.4795429))"
Черноморского Казачества|Казачества,"POLYGON((30.7231105 46.4971466, 30.7250714 46.5022992, 30.7247684 46.5048322, 30.7231105 46.4971466))"
Чернышевского,"POLYGON((30.7286344 46.4528837, 30.7286227 46.4528847, 30.7286032 46.4527784, 30.7286149 46.4527774, 30.7286344 46.4528837))"
Черняховского,"POLYGON((30.7458723 46.4379537, 30.7459234 46.4377802, 30.7559218 46.4400657, 30.7563505 46.439791, 30.7564317 46.440179, 30.7458723 46.4379537))"
Чкаловский,"POLYGON((30.7640404 46.4468807, 30.7647015 46.4445514, 30.7655067 46.4430229, 30.766184 46.442903, 30.7669791 46.4431828, 30.769239 46.4434919, 30.7686554 46.4478629, 30.7675037 46.4477354, 30.7675554 46.4472914, 30.7658092 46.4471435, 30.7656815 46.4474113, 30.7652457 46.4473551, 30.7653462 46.4471285, 30.7640404 46.4468807))"
Чкаловский пляж,"POLYGON((30.7719648 46.4465863, 30.7714605 46.4462074, 30.7714927 46.4453952, 30.7717577 46.444974, 30.7720267 46.4449837, 30.7719121 46.4455653, 30.7720892 46.4466056, 30.7719648 46.4465863))"
Чубаевка,"POLYGON((30.7270615 46.421403, 30.72754 46.4214786, 30.7274562 46.4217309, 30.7269776 46.4216552, 30.7270615 46.421403))"
Чубаевская,"LINESTRING(30.7430245 46.4194696, 30.7453313 46.4208022, 30.7471871 46.4238427, 30.7482997 46.4252141, 30.7495655 46.4264063, 30.7500373 46.4267338, 30.7513037 46.4271497)"
Чумка,"POLYGON((30.7323986 46.4525102, 30.7313549 46.4525702, 30.7311731 46.4520523, 30.7324215 46.4517994, 30.7325407 46.4524999, 30.7323986 46.4525102))"
Шампанский,"LINESTRING(30.7478468 46.4486817, 30.754898 46.4511265, 30.7549808 46.4517537, 30.7571785 46.4518012, 30.761134 46.453128, 30.7647718 46.4541439)"
Шахский дворец,"POLYGON((30.7352461 46.4905694, 30.7352453 46.4908967, 30.7347265 46.4909781, 30.7346998 46.4907946, 30.7350241 46.490828, 30.7349933 46.4905136, 30.7352461 46.4905694))"
Швыгина,"LINESTRING(30.7393354 46.4387976, 30.7315742 46.4396608)"
Шестой элемент,"POLYGON((30.6626844 46.4500226, 30.6626644 46.4478706, 30.66391 46.4478651, 30.6639137 46.4482649, 30.6641618 46.4482638, 30.664216 46.4486193, 30.664229 46.4500157, 30.6626844 46.4500226))"
Шефская,"LINESTRING(30.6572797 46.4661193, 30.657491 46.4663151, 30.6580994 46.4679313, 30.6577847 46.4686247, 30.658017 46.4694529, 30.6589634 46.4698983, 30.6600298 46.4722918)"
Шилова,"LINESTRING(30.6843518 46.4867335, 30.6850404 46.4897791)"
Ширшова,"POLYGON((30.7072291 46.4938042, 30.7069431 46.4952239, 30.7038099 46.4989139, 30.7072291 46.4938042))"
Шишкина,"POLYGON((30.7420181 46.4088899, 30.7422287 46.4089163, 30.7422014 46.4089955, 30.7420181 46.4088899))"
Шкиперская,"LINESTRING(30.7298758 46.3681034, 30.7281486 46.3676156, 30.7256406 46.365965, 30.7230742 46.364809, 30.7231349 46.3645648, 30.7201488 46.3627589, 30.7195174 46.3626352, 30.7190453 46.362123, 30.71549 46.3596067, 30.7145645 46.358668)"
Шкодова гора,"LINESTRING(30.6848508 46.5091802, 30.6817792 46.5109716)"
Школьный,"POLYGON((30.6862282 46.4145872, 30.6837041 46.4151262, 30.6831345 46.4150123, 30.6889483 46.4139806, 30.6889222 46.4135972, 30.6903559 46.4133276, 30.6904949 46.413705, 30.6943789 46.4129982, 30.694153 46.4118959, 30.6962514 46.4121088, 30.6964642 46.4110991, 30.6981238 46.4112429, 30.6980977 46.411806, 30.7037716 46.412489, 30.7039305 46.4117388, 30.7047699 46.4118441, 30.7047379 46.412002, 30.7065794 46.4121175, 30.706412 46.4133178, 30.7076045 46.4141966, 30.7085735 46.416938, 30.7053182 46.4193478, 30.7059351 46.4196953, 30.6982161 46.426793, 30.6979674 46.4264933, 30.6975503 46.4263616, 30.695415 46.427846, 30.6930711 46.4275034, 30.6931609 46.4265646, 30.692448 46.4267052, 30.6911284 46.4264889, 30.6908588 46.4274511, 30.6887743 46.4270464, 30.6897287 46.4150724, 30.6900179 46.4143931, 30.6889451 46.414253, 30.686185 46.4146968, 30.6862282 46.4145872))"
Школьный аэродром,"LINESTRING(30.7091053 46.411974, 30.712956 46.4122881)"
Шмидта,"POLYGON((30.7420506 46.468252, 30.7423175 46.4685967, 30.7429673 46.4723904, 30.7420506 46.468252))"
Шовкуненко,"POLYGON((30.7503134 46.4364923, 30.7509404 46.4350501, 30.7506339 46.4347138, 30.7503134 46.4364923))"
Шота Руставели,"LINESTRING(30.7105463 46.4528919, 30.7215087 46.4526689)"
Шпинат,"POLYGON((30.7654707 46.4273159, 30.7652217 46.4271922, 30.7653852 46.4270359, 30.7655689 46.4272809, 30.7654707 46.4273159))"
Штилевая,"LINESTRING(30.7661246 46.5608388, 30.7700717 46.5630017)"
Штурвальная,"POLYGON((30.7485915 46.4321895, 30.7451773 46.4313271, 30.7434758 46.4298944, 30.7485915 46.4321895))"
Щеголева,"LINESTRING(30.7184584 46.4978284, 30.7195528 46.500855)"
Элеваторная,"LINESTRING(30.6629422 46.4618111, 30.6634781 46.4644143)"
Эстафетная,"LINESTRING(30.7147127 46.3804833, 30.7251368 46.3816873)"
Эстонская,"LINESTRING(30.7230836 46.3814046, 30.7235545 46.3768577)"
Юбилейная,"POLYGON((30.7328178 46.473941, 30.7328436 46.4741164, 30.73257 46.4741356, 30.7325441 46.4739602, 30.7328178 46.473941))"
Юго-западный массив|Югозападный|Юго-западный|ЮЗМ,POINT(30.727215 46.434271)
Южная,"LINESTRING(30.6300047 46.4610765, 30.6443463 46.4615808)"
Южная дорога,"LINESTRING(30.7777442 46.5598488, 30.7866791 46.5641865, 30.7878056 46.5648439, 30.788933 46.5658848)"
Южный,"POLYGON((30.7238868 46.3956951, 30.7239197 46.3954474, 30.7239356 46.3954489, 30.7238868 46.3956951))"
Ядова,"LINESTRING(30.6941365 46.485902, 30.6886157 46.4863756, 30.6843518 46.4867335, 30.6813006 46.4870897, 30.6799003 46.4875851, 30.6785655 46.4880712, 30.6773631 46.4886289, 30.6769546 46.4887072)"
Якира|ицхака рабина|рабина,"LINESTRING(30.7046756 46.4416045, 30.6949198 46.4313935, 30.6947073 46.4310561, 30.69489 46.430566)"
Якутская,"LINESTRING(30.7190104 46.3778111, 30.7249057 46.3783589)"
Ямчитского,"LINESTRING(30.7480286 46.4677697, 30.7476733 46.4652526)"
Ярмарочная,"LINESTRING(30.7324371 46.5290573, 30.7325189 46.5292123)"
Ярмарочная площадь,"LINESTRING(30.7347659 46.5285131, 30.728684 46.5295652)"
Ясиновского,"LINESTRING(30.717256 46.4782471, 30.7223191 46.4785768)"
Яхта,"POLYGON((30.6993937 46.4350465, 30.6993506 46.4350043, 30.6996289 46.4349327, 30.6993937 46.4350465))"
Яши Гордиенко,"POLYGON((30.6985361 46.4967837, 30.7027377 46.4904509, 30.7037063 46.4889332, 30.7036803 46.4887725, 30.6985361 46.4967837))"
автовокзал,"POLYGON((30.7079221 46.4765245, 30.7090917 46.4764487, 30.7091625 46.4775947, 30.7077823 46.4775072, 30.7078375 46.4770135, 30.7079626 46.477009, 30.7079221 46.4765245))"
академия спорта,"POLYGON((30.6601763 46.4738232, 30.6604673 46.4736329, 30.6606001 46.4737363, 30.657854 46.4754377, 30.6566304 46.4732598, 30.6592992 46.4727628, 30.6599 46.4732579, 30.6598196 46.4736015, 30.6601763 46.4738232))"
академия холода,"POLYGON((30.7320569 46.487651, 30.7308365 46.486895, 30.732164 46.4858878, 30.7324092 46.4860216, 30.7321684 46.4862858, 30.7323193 46.4863729, 30.7323094 46.4868429, 30.7327389 46.4871249, 30.7320569 46.487651))"
аркадийская аллея,"POLYGON((30.7664357 46.4284586, 30.7619545 46.4303867, 30.7616436 46.4306582, 30.7664357 46.4284586))"
ахматовой,"LINESTRING(30.7386945 46.4045625, 30.7397795 46.4047122)"
база моряков,"POLYGON((30.7632997 46.4416468, 30.7611313 46.4407274, 30.7622123 46.438136, 30.7627888 46.437829, 30.7631779 46.4378791, 30.7629901 46.438234, 30.7638162 46.438441, 30.7629096 46.4399012, 30.7633176 46.4400267, 30.7630964 46.4402665, 30.764031 46.4406819, 30.7634564 46.4412456, 30.7635238 46.441391, 30.7632997 46.4416468))"
бочарова,"LINESTRING(30.7868866 46.5922384, 30.8023268 46.5850067, 30.8122005 46.5816397)"
бунина,"LINESTRING(30.7322459 46.481606, 30.7484131 46.4804704)"
вокзал,"POLYGON((30.7380251 46.4667814, 30.7388214 46.466729, 30.7388251 46.4667555, 30.7380288 46.4668079, 30.7380251 46.4667814))"
вузовский,"POLYGON((30.7249429 46.4129238, 30.7246388 46.4126326, 30.7248151 46.4125454, 30.72512 46.4128374, 30.7249429 46.4129238))"
высокий,"LINESTRING(30.7225131 46.4649079, 30.7253505 46.4627932, 30.7271105 46.462234, 30.7273519 46.4622204, 30.7274843 46.4623869, 30.7321072 46.4619044, 30.7322184 46.4617649, 30.7323244 46.4618813)"
высоцкого,"LINESTRING(30.7997618 46.5811502, 30.8090543 46.578019)"
гагаринское плато,"POLYGON((30.7667568 46.4301141, 30.7671086 46.4309055, 30.7646328 46.4317202, 30.7652931 46.43288, 30.7629454 46.4340179, 30.7625161 46.4341853, 30.7615451 46.4341754, 30.7604586 46.4330092, 30.7667568 46.4301141))"
глушко,"LINESTRING(30.7075111 46.3970624, 30.7221021 46.3986917, 30.7242314 46.3987502, 30.7248662 46.3989996, 30.731612 46.3997229)"
гор сад|горсад,POINT(30.734328 46.485296)
горсовет,"POLYGON((30.7439929 46.4854236, 30.7442513 46.4855579, 30.7446218 46.4853531, 30.7440014 46.4859191, 30.7434958 46.4856564, 30.7438387 46.4853435, 30.7439929 46.4854236))"
греческая,"LINESTRING(30.7485429 46.4823182, 30.7481565 46.4822411, 30.7481383 46.4821206, 30.7485091 46.4820941)"
десантный|десантний,"POLYGON((30.7939903 46.5736733, 30.7926992 46.5741023, 30.7893849 46.5766781, 30.7939903 46.5736733))"
железнодорожный вокзал|жд вокзал|жд|вокзал,"POLYGON((30.7399967 46.4668146, 30.7401157 46.4675552, 30.7413066 46.4674758, 30.7413411 46.4676936, 30.7399334 46.4678377, 30.7397305 46.4668349, 30.7399967 46.4668146))"
жуковского,"LINESTRING(30.7481944 46.4790408, 30.7317298 46.4800914)"
затока,POINT(30.4503 46.0642)
зоопарк,"POLYGON((30.7310127 46.4684518, 30.7310035 46.4669669, 30.7315425 46.4653116, 30.7314393 46.4636671, 30.732759 46.4634306, 30.7329343 46.4647991, 30.7323387 46.4648348, 30.732671 46.4682904, 30.7323124 46.4682635, 30.7323054 46.4684652, 30.7310127 46.4684518))"
ибица,"POLYGON((30.7667541 46.4275498, 30.7676481 46.428156, 30.7674544 46.4284317, 30.7669 46.4282353, 30.7666452 46.4284202, 30.7662776 46.4281795, 30.7665417 46.4279879, 30.7663303 46.4278434, 30.7667541 46.4275498))"
ильфа,"LINESTRING(30.7155642 46.3831629, 30.7140052 46.3864177, 30.7139406 46.3872471, 30.7141188 46.3882487, 30.7158052 46.3934404, 30.7159412 46.3943856, 30.7129978 46.4052704)"
киевский рынок,"POLYGON((30.7308864 46.4004145, 30.7272982 46.399974, 30.7253079 46.3997377, 30.725418 46.3993234, 30.7265652 46.3994502, 30.7276084 46.3997669, 30.7287766 46.3998964, 30.7294831 46.3997669, 30.7309614 46.4000035, 30.7308864 46.4004145))"
киностудия,"POLYGON((30.7568174 46.4597815, 30.7572847 46.4592216, 30.7574527 46.4592872, 30.7573478 46.4594147, 30.7576288 46.4595244, 30.7573903 46.4598143, 30.7568174 46.4597815))"
клюшка,"POLYGON((30.7201325 46.4168011, 30.7201134 46.4167838, 30.7203119 46.4167073, 30.7201325 46.4168011))"
книжка,"POLYGON((30.7347699 46.4783879, 30.7345955 46.4771413, 30.7350232 46.477113, 30.7351976 46.4783595, 30.7347699 46.4783879))"
комсомольская|cтаропортофранковская,"LINESTRING(30.7200523 46.4954075, 30.719682 46.4935348, 30.7187428 46.4905334, 30.718823 46.4897285, 30.7194427 46.4874345, 30.7227572 46.4773481, 30.7236374 46.4754928, 30.7257518 46.4736596, 30.7258034 46.4731262, 30.7277349 46.4719699, 30.7282832 46.470386, 30.7281994 46.4689781, 30.7303785 46.46872)"
королева|королёва,"LINESTRING(30.7212852 46.3844873, 30.7221294 46.3848911, 30.7223843 46.3851866, 30.7236717 46.3919147, 30.7238627 46.3913914, 30.7239766 46.3918851, 30.7239276 46.3924572, 30.7242026 46.3942093, 30.7236888 46.3982501, 30.7233681 46.3985412, 30.7232226 46.3992282, 30.7233044 46.3995423, 30.7202795 46.4105242, 30.7200914 46.4122629, 30.7204866 46.4139093, 30.7216892 46.4158978, 30.724922 46.4183278)"
красный крест,POINT(30.728846 46.453751)
крематорий,"POLYGON((30.688866 46.3926451, 30.6892038 46.3926789, 30.6891755 46.3928135, 30.6889106 46.3928465, 30.688866 46.3926451))"
куяльник,POINT(30.735358 46.556654)
лунапарк,"POLYGON((30.755084 46.4760857, 30.7551793 46.4749172, 30.7552865 46.4749099, 30.7551569 46.4745431, 30.755309 46.4745353, 30.7555991 46.4746951, 30.7556836 46.4753036, 30.7561578 46.4758471, 30.7556588 46.4761335, 30.7551816 46.4761949, 30.755084 46.4760857))"
метро,"POLYGON((30.6603431 46.4489319, 30.6603263 46.4480359, 30.6623836 46.4480175, 30.662266 46.4485391, 30.6623987 46.4485379, 30.6624057 46.4489135, 30.6603431 46.4489319))"
морвокзал,"POLYGON((30.7464174 46.4912829, 30.7460272 46.4909388, 30.7454901 46.490465, 30.7458853 46.4902527, 30.7468125 46.4910705, 30.7464174 46.4912829))"
морская академия,"POLYGON((30.7142249 46.4842086, 30.7108611 46.4831889, 30.7109656 46.4827254, 30.7144626 46.4830127, 30.7142249 46.4842086))"
научная библиотека,"POLYGON((30.7264312 46.4917772, 30.7254129 46.491179, 30.7260143 46.4906982, 30.7263059 46.4908626, 30.7269247 46.4913879, 30.7264312 46.4917772))"
нудистский пляж,"POLYGON((30.7717583 46.4449487, 30.7719022 46.4440379, 30.7720597 46.4440357, 30.7721709 46.4449628, 30.7717583 46.4449487))"
областная администрация,"POLYGON((30.7465547 46.4661418, 30.7464464 46.465498, 30.7466368 46.4654836, 30.7467439 46.4661266, 30.7465547 46.4661418))"
